id,name,host_id,host_name,neighbourhood,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,instant_bookable,host_is_superhost,host_identity_verified,accommodates,bedrooms,beds,bathrooms,amenities,property_type,cancellation_policy,host_response_rate,host_response_time,host_acceptance_rate,host_total_listings_count,host_has_profile_pic,is_location_exact,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,jurisdiction_names,airbnb_url,calculated_days,revenue_ltm,occupancy_rate,adr,revenue_per_available_room
vancouver_11,Beautiful Luxury entire home/apt in Mount Pleasant,host_58,Host_44,Chinatown,North Vancouver,49.22375064712925,-123.17993313213839,Entire home/apt,663.68,2,22,2025-03-24 16:08:34.436054,7.947235970894752,5,213,15,Licensed,True,False,True,5,3,3,1,"WiFi,Kitchen,Pet friendly,Garden",Townhouse,moderate,0.9900822968153118,a few days or more,0.8183565395824389,8,True,True,3.8440921185574246,3.8989068874463584,4.040517642807902,3.889924794281394,4.179861270243246,3.548473926664476,3.9196452607534185,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/6237196,249,105491.14,0.3799110751342498,663.68,224.39
vancouver_12,Beautiful Cozy entire home/apt in Chinatown,host_5,Host_119,Downtown,East Side,49.29405318271353,-123.17500828267845,Entire home/apt,809.09,3,26,2024-11-15 16:08:34.436187,6.718731655298858,1,147,5,Exempt,True,False,True,2,1,2,1,"WiFi,Kitchen,Workspace,High chair",Loft,flexible,0.9889531459764856,within a few hours,0.813355164782736,14,True,True,3.8108414735120846,4.817331001218788,4.635498698258343,3.57034470168683,3.903008723037961,3.5332771130454526,4.2472477799688395,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/3715514,335,214426.75,0.6311441032646914,809.09,469.65
vancouver_13,Beautiful Luxury shared room in Olympic Village,host_66,Host_75,Commercial Drive,East Side,49.287665360265834,-123.17895514013628,Shared room,99.68,2,27,2024-12-19 16:08:34.436320,4.605847301743337,1,79,16,,True,False,True,3,1,2,1,"WiFi,Kitchen,Workspace,High chair",House,moderate,0.8985236187985739,within an hour,0.7627392373235542,11,True,True,3.6920687584366587,3.7278540402684417,3.708240758974115,4.461312117204822,3.772820126598717,4.018500924985795,4.845182614859017,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/2950367,90,14413.61,0.3245211697598873,99.68,38.33
vancouver_14,Beautiful Charming entire home/apt in Olympic Village,host_34,Host_433,Olympic Village,East Side,49.227859033903194,-123.24689685471698,Entire home/apt,260.12,2,27,2024-11-07 16:08:34.436450,1.677332620371453,1,75,20,Licensed,False,False,True,4,2,3,2,"WiFi,Kitchen,Parking,Pool,Gym",Loft,moderate,0.8073366405781196,a few days or more,0.7399350785762434,3,True,True,3.6607580170096643,4.171118550235182,4.298925899682534,3.8637057554520946,3.9038648464240713,4.065926244656934,3.5301067966665896,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/3192614,115,44030.66,0.37185727909155075,260.12,193.86
vancouver_15,Beautiful Charming entire home/apt in Fairview,host_470,Host_34,Fairview,North Vancouver,49.259359245355405,-123.09626930425665,Entire home/apt,842.98,2,26,2025-07-14 16:08:34.436582,3.2231172229897633,2,364,12,Exempt,True,True,False,3,1,2,1,"WiFi,Kitchen,Washer,Dryer,Air conditioning,Heating",Condominium,strict,0.8036484962856723,within an hour,0.9947135850725819,6,True,True,4.72560810642392,3.8868542405674096,3.756331381085099,4.502964829886647,4.894063983691379,4.335144339520895,4.35741903420485,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/9386180,355,241225.02,0.726571487302049,842.98,336.98
vancouver_16,Beautiful Luxury private room in English Bay,host_356,Host_333,English Bay,West Side,49.273624718369845,-123.14104799304566,Private room,517.67,1,22,2025-06-07 16:08:34.436718,7.924701742924589,8,179,9,Exempt,True,False,True,2,1,2,1,"WiFi,Kitchen,Washer,Dryer,Air conditioning,Heating",Loft,moderate,0.9491949051097437,within a few hours,0.7372891670456634,11,True,True,4.611680973935089,4.361709669769867,4.762743165137408,3.709658564939434,4.692900967789836,3.8024409800716166,3.745483914298557,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/9910852,107,106101.36,0.5152982904741015,517.67,382.35
vancouver_17,Beautiful Luxury private room in Mount Pleasant,host_353,Host_23,Fairview,Downtown,49.23924451074227,-123.05502016815852,Private room,418.99,1,33,2024-12-18 16:08:34.436862,7.298540832234102,3,88,16,Exempt,False,False,True,4,3,3,2,"WiFi,Kitchen,Workspace,High chair",Apartment,flexible,0.9413960922486918,within a day,0.923183887771803,4,True,True,4.013122623073861,4.73188595700802,3.6659476054328106,4.769678437601777,3.6912329934979735,4.095930935840551,4.6959430486693305,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/6525633,124,91640.61,0.6393050083937843,418.99,275.74
vancouver_18,Beautiful Cozy private room in Olympic Village,host_363,Host_396,Chinatown,North Vancouver,49.25990293647773,-123.05196035165727,Private room,653.87,2,27,2024-12-11 16:08:34.437009,4.947221789441162,4,182,22,Exempt,True,False,False,2,1,2,1,"WiFi,Kitchen,Washer,Dryer,Air conditioning,Heating",Condominium,strict,0.8245621563691468,within an hour,0.9954523596887004,14,True,True,3.9671663960684618,3.841093431315669,4.411841590691388,4.068958547578323,4.616374477764933,3.808369712563456,4.681684833071738,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/5235042,92,121061.69,0.8181108843677742,653.87,497.91
vancouver_19,Beautiful Stylish shared room in Commercial Drive,host_180,Host_198,Downtown,Downtown,49.246570012231885,-123.15574890657328,Shared room,149.56,3,21,2025-09-04 16:08:34.437155,1.8352697515231358,4,226,16,Licensed,True,True,True,2,0,0,1,"WiFi,Kitchen,Pet friendly,Garden",Condominium,moderate,0.8410279280964015,within an hour,0.8874927961153156,16,True,True,4.179933252122042,4.28658540399137,4.161144120407342,4.101144591312989,4.339460496962327,3.732860368896069,3.772892195742907,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/4448678,160,26566.58,0.4624468038861323,149.56,93.03
vancouver_20,Beautiful Modern private room in Gastown,host_472,Host_471,Main Street,East Side,49.24087341710981,-123.29238409330189,Private room,246.94,1,26,2025-07-23 16:08:34.437301,2.286370857850449,2,340,12,Licensed,False,False,True,4,3,4,1,"WiFi,Kitchen,Parking,Pool,Gym",House,strict,0.9471809226392005,within an hour,0.7079596611621459,19,True,True,4.726165342607661,4.0127260275468135,3.889135150146939,4.0695386122509,4.3854424137722114,3.9020954612343144,4.436223361773701,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/6437149,255,65845.5,0.4317063150485752,246.94,194.41
vancouver_21,Beautiful Modern shared room in Renfrew,host_115,Host_209,Olympic Village,Downtown,49.2779758774788,-123.26572862222388,Shared room,257.92,2,27,2025-02-19 16:08:34.437452,5.337906258269971,4,203,15,Exempt,True,False,True,5,3,3,2,"WiFi,Kitchen,Parking,Pool,Gym",Apartment,flexible,0.9302840776703729,within a few hours,0.9160607744896887,10,True,True,4.598276867688593,3.876095990842397,4.4496470950361715,4.241410775207407,4.359941567269101,4.757160444767444,4.106572252323536,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/1691757,93,44898.4,0.8751763063879324,257.92,101.15
vancouver_22,Beautiful Charming shared room in Sunset,host_187,Host_295,Main Street,West Side,49.209033696057766,-123.06870422233935,Shared room,52.96,7,18,2025-02-15 16:08:34.437595,0.733873512959635,4,276,24,Licensed,True,False,True,2,1,1,1,"WiFi,Kitchen,Pet friendly,Garden",House,flexible,0.8492804066478215,within a day,0.7233296032236871,12,True,True,4.0414608454100405,3.637373109989951,4.875970363193364,3.705227946378442,4.925356030731203,4.169008659436933,3.7776993932579295,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/8954647,293,11973.96,0.7554215073233099,52.96,35.06
vancouver_23,Beautiful Modern shared room in Chinatown,host_26,Host_47,Coal Harbour,North Vancouver,49.26372315797895,-123.005826959946,Shared room,307.07,7,20,2025-02-15 16:08:34.437738,2.8464114237919063,5,56,15,Licensed,True,False,False,3,2,3,1,"WiFi,Kitchen,Hot tub,Sauna",Townhouse,flexible,0.8153906403258419,within an hour,0.85907953979047,12,True,True,4.492482762620813,4.606783650359787,4.280252164818098,4.140225584982296,4.814998066793674,4.126259126041838,4.192914275863381,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/2020154,276,44018.34,0.5303783339518354,307.07,235.31
vancouver_24,Beautiful Luxury entire home/apt in Davie Village,host_185,Host_272,Davie Village,West Side,49.20700297057475,-123.29715436991145,Entire home/apt,188.87,1,17,2024-11-17 16:08:34.437881,6.031867261916686,1,52,15,Licensed,False,False,True,2,1,2,1,"WiFi,Kitchen,Washer,Dryer,Air conditioning,Heating",Apartment,flexible,0.935929456538614,a few days or more,0.9869247092678275,5,True,True,4.818677461343247,4.9170980334371155,4.201102266874805,4.420117083816062,3.750550919138113,4.986752939205465,3.847507552075165,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/6193278,339,41630.25,0.6076131066099052,188.87,78.45
vancouver_25,Beautiful Luxury shared room in Kitsilano,host_54,Host_47,Sunset,Downtown,49.21765280320055,-123.23385413727894,Shared room,106.14,7,23,2025-08-22 16:08:34.438035,7.972518318550432,3,209,15,Licensed,True,False,True,4,3,3,2,"WiFi,Kitchen,Pet friendly,Garden",Condominium,super_strict_30,0.8953353656660737,within a day,0.986695449468926,12,True,False,4.6028189817851795,3.9220864408662903,3.878973640941328,3.507623209727039,4.543571439274626,3.5731753725097595,4.298903779101143,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/1403119,313,13097.25,0.8107241484292613,106.14,58.12
vancouver_26,Beautiful Luxury private room in Chinatown,host_289,Host_262,Riley Park,North Vancouver,49.24805865773266,-123.12227766460214,Private room,550.24,1,19,2025-01-27 16:08:34.438173,6.777599962727541,9,230,17,Licensed,True,False,False,3,2,2,1,"WiFi,Kitchen,Parking,Pool,Gym",House,super_strict_30,0.8670237708518284,within a few hours,0.9726103927808104,18,True,True,3.5095788075752505,3.930557199762369,4.425390377563613,4.971779267041136,4.447720290525003,3.8897053715962397,4.451008554649417,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/7493509,103,103655.75,0.8040729016447313,550.24,272.96
vancouver_27,Beautiful Modern private room in Davie Village,host_406,Host_401,Coal Harbour,East Side,49.21794973234238,-123.07389034978485,Private room,631.59,1,27,2024-12-21 16:08:34.438301,7.9261127956298525,4,300,10,Exempt,True,False,True,4,3,3,2,"WiFi,Kitchen,Parking,Pool,Gym",House,moderate,0.8937078833537169,a few days or more,0.8278543906707918,13,True,True,3.947561646484989,4.7599207470087075,4.659234170025207,3.845080524547151,3.697002689614067,4.802081483798439,4.944854980160198,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/4441628,50,173996.89,0.8144160552554992,631.59,494.07
vancouver_28,Beautiful Cozy private room in Gastown,host_320,Host_497,Davie Village,East Side,49.27600940784381,-123.16731037128572,Private room,444.17,7,20,2024-12-18 16:08:34.438430,1.6524352862083451,2,248,16,Exempt,False,False,True,4,3,4,2,"WiFi,Kitchen,Washer,Dryer,Air conditioning,Heating",Townhouse,super_strict_30,0.8860611789798926,within a few hours,0.7676620427331206,2,True,True,3.5174308098621507,3.6086703316918385,4.088740334610027,4.219908252075685,4.400030822178955,3.937493868063955,4.542472829189814,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/7737320,296,87586.38,0.3629581070509049,444.17,187.0
vancouver_29,Beautiful Modern private room in Coal Harbour,host_424,Host_416,Renfrew,North Vancouver,49.29866625932671,-123.25725133712955,Private room,486.0,1,25,2025-08-07 16:08:34.438560,1.0893387286626557,6,152,10,Licensed,False,True,False,2,1,2,1,"WiFi,Kitchen,Workspace,High chair",Condominium,strict,0.8063172289651285,within a few hours,0.8849813745587422,9,True,True,4.702592124604688,4.009175288814209,4.722237670619768,3.620172269577013,4.842224984090792,4.321388564230604,4.7259466549437406,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/8265406,326,67762.72,0.563164329893723,486.0,321.93
vancouver_30,Beautiful Charming shared room in Chinatown,host_392,Host_221,Davie Village,East Side,49.259327864831015,-123.10491174423797,Shared room,157.76,1,27,2024-12-15 16:08:34.438698,7.8109487161008735,3,251,14,Pending,True,False,True,2,1,1,1,"WiFi,Kitchen,Workspace,High chair",Townhouse,flexible,0.8691869985093926,a few days or more,0.930317166420034,18,True,True,4.587886490622704,4.230003412137054,4.810134857122491,4.851052796016888,4.132581390310183,3.9152416958525773,4.388525492890043,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/5443778,266,30685.57,0.8015988382687257,157.76,65.93
vancouver_31,Beautiful Cozy private room in Kitsilano,host_325,Host_422,Chinatown,Downtown,49.27760002070354,-123.17840694507427,Private room,460.68,1,32,2025-03-06 16:08:34.438834,3.1942502704982427,2,280,10,,True,False,True,3,1,2,1,"WiFi,Kitchen,Hot tub,Sauna",Loft,strict,0.8907579082767278,within a day,0.9651129008982258,14,True,True,3.7186348523671278,4.174150752820607,4.3818265566655805,4.922875032277151,3.878791673113129,4.0388761218743685,4.0690378848836355,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/6425838,233,90349.29,0.8065022693815184,460.68,323.78
vancouver_32,Beautiful Cozy entire home/apt in False Creek,host_293,Host_20,Downtown,West Side,49.25853543643967,-123.03951861584602,Entire home/apt,284.44,1,20,2025-05-15 16:08:34.438970,4.304261065162943,4,230,15,Exempt,True,False,True,2,0,0,1,"WiFi,Kitchen,Parking,Pool,Gym",Townhouse,moderate,0.8279302509512626,a few days or more,0.7398143961457831,16,True,True,3.7825236256484023,4.596244212306314,3.734245767188261,3.851841940002243,4.945020249230598,3.8829597870926476,4.49244852555672,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/9121757,143,43820.7,0.7985263148050233,284.44,208.3
vancouver_33,Beautiful Luxury entire home/apt in Riley Park,host_69,Host_361,West End,East Side,49.276851936452374,-123.26606705427703,Entire home/apt,1043.84,2,22,2025-07-26 16:08:34.439117,7.030650877529443,9,294,16,Licensed,True,False,True,4,2,3,2,"WiFi,Kitchen,Workspace,High chair",Apartment,strict,0.8871166629625866,within a day,0.8127016755645179,7,True,True,4.094259037413883,4.543200810034794,4.082837151905519,4.173040433933796,3.856316196311491,4.05987768744401,3.840904440894727,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/9100706,139,236711.16,0.7556065967537197,1043.84,574.34
vancouver_34,Beautiful Modern entire home/apt in Davie Village,host_133,Host_482,Riley Park,Downtown,49.25423636649797,-123.0145564321002,Entire home/apt,1300.8,1,25,2024-11-14 16:08:34.439259,6.597393040370701,2,70,11,Licensed,False,True,False,4,3,4,1,"WiFi,Kitchen,Workspace,High chair",Condominium,moderate,0.8332663215486285,a few days or more,0.7770329703161524,14,True,True,3.9669615487340053,4.415500674966378,4.57422601133479,3.9089360011003005,4.120323652288027,3.6828291400054214,3.7717240243020207,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/8519817,68,267109.62,0.7254277570334596,1300.8,459.75
vancouver_35,Beautiful Modern private room in Davie Village,host_376,Host_173,Coal Harbour,West Side,49.25673122196289,-123.22303116488959,Private room,958.7,14,26,2025-03-23 16:08:34.439401,4.951539268423604,9,320,16,Licensed,False,False,True,4,3,4,2,"WiFi,Kitchen,Pet friendly,Garden",Townhouse,super_strict_30,0.9342849339061229,within an hour,0.7286605941504004,4,True,True,3.8528533772029774,4.803889436976579,4.2093379484497735,4.3030371527639915,3.767668947841658,3.968407679073194,3.845369252641805,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/6334538,167,149922.35,0.6792092916122511,958.7,315.63
vancouver_36,Beautiful Luxury private room in Commercial Drive,host_425,Host_241,English Bay,West Side,49.21417743935271,-123.21763792379996,Private room,352.37,1,30,2025-07-13 16:08:34.439542,4.837901877548068,7,158,8,Licensed,True,False,True,2,1,1,1,"WiFi,Kitchen,Workspace,High chair",Apartment,super_strict_30,0.813522512718443,within an hour,0.7209794817128302,8,True,True,3.9865006296730634,3.999502869587297,4.504230432797285,4.991209041831751,4.492758784774068,4.336675126055037,4.595975765358869,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/7651143,179,74744.75,0.8745751707032282,352.37,136.6
vancouver_37,Beautiful Charming private room in Sunset,host_400,Host_396,Main Street,North Vancouver,49.26900048908207,-123.23971989340228,Private room,424.98,2,23,2025-06-30 16:08:34.439687,1.6431200999781308,5,297,15,Licensed,False,True,True,2,1,1,1,"WiFi,Kitchen,Hot tub,Sauna",Townhouse,moderate,0.8126218066158301,a few days or more,0.7909385067835986,18,True,True,3.8585829982958986,4.264586370127547,4.737929162349345,3.9195553077072187,4.91358052865335,4.810004992585772,3.7426463170281643,False,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/2583246,345,112569.69,0.4251063086144015,424.98,325.23
vancouver_38,Beautiful Stylish private room in Riley Park,host_7,Host_436,Olympic Village,Downtown,49.21163663978855,-123.05476508745264,Private room,383.42,1,26,2025-01-15 16:08:34.439835,4.095158301033888,1,213,16,Licensed,False,False,True,5,3,3,1,"WiFi,Kitchen,Workspace,High chair",House,super_strict_30,0.8956468046096144,a few days or more,0.7405498867464468,4,True,True,4.391436125842662,4.9046737608254904,4.814157788897064,3.9166289356238915,4.777172956326898,3.500498759180734,3.5265317144198858,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/7515350,316,46277.25,0.768456951641064,383.42,203.17
vancouver_39,Beautiful Stylish shared room in False Creek,host_99,Host_149,False Creek,North Vancouver,49.20581637955055,-123.00154010484907,Shared room,86.67,1,17,2025-02-13 16:08:34.439976,5.135387557153895,4,152,12,Exempt,True,False,True,6,4,4,2,"WiFi,Kitchen,Hot tub,Sauna",Loft,strict,0.873551870175458,a few days or more,0.8444904539604586,7,True,True,4.124230997269642,4.222016227452985,3.528788415234585,3.8897198131175514,4.640434734683202,3.7056645585934986,4.302965197178888,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/2726676,271,19444.38,0.41931376666517756,86.67,28.8
vancouver_40,Beautiful Charming shared room in Yaletown,host_34,Host_52,Riley Park,North Vancouver,49.2042633209287,-123.18857742970495,Shared room,85.84,2,30,2025-09-11 16:08:34.440118,6.387624078777927,1,154,9,,False,True,False,3,1,2,1,"WiFi,Kitchen,Hot tub,Sauna",Loft,super_strict_30,0.9274402953616561,within a few hours,0.8159046729544946,8,True,True,4.823689160684149,3.658540219859411,4.982412906500197,4.164909631165427,3.5717462305911583,3.5570327723561825,4.619310886222758,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/6795250,181,9956.45,0.6051475736685471,85.84,42.39
vancouver_41,Beautiful Charming shared room in English Bay,host_442,Host_261,Kitsilano,East Side,49.24619469366709,-123.00252347733891,Shared room,250.01,3,16,2025-07-04 16:08:34.440257,1.1162875060732051,1,272,18,,False,True,False,4,2,3,1,"WiFi,Kitchen,Washer,Dryer,Air conditioning,Heating",Apartment,moderate,0.8956510589151848,within a day,0.9905466332783152,4,True,True,4.373633987310869,4.6221097691442985,4.717654682135207,4.484717910997254,3.6921436195493,4.007401258991748,4.8921254604890745,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/5609688,344,52474.96,0.5331916791779082,250.01,95.46
vancouver_42,Beautiful Luxury shared room in Gastown,host_122,Host_32,Commercial Drive,Downtown,49.22737913075141,-123.02150474014543,Shared room,225.2,1,26,2025-05-27 16:08:34.440396,7.837979591004469,8,287,18,Exempt,True,False,False,4,3,3,2,"WiFi,Kitchen,Parking,Pool,Gym",Loft,flexible,0.9451959819970591,within a day,0.989538922638099,15,True,True,4.313355808237772,4.385521535688159,4.26254082037442,3.9463226769782307,4.347532989288524,4.533327953075136,4.809984373791211,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/1888036,140,31269.94,0.6348253950893803,225.2,158.96
vancouver_43,Beautiful Cozy shared room in West End,host_491,Host_473,Coal Harbour,Downtown,49.274171206151294,-123.0355647660975,Shared room,114.2,3,27,2025-07-03 16:08:34.440536,6.378438383640479,4,135,19,Licensed,False,False,True,2,1,1,1,"WiFi,Kitchen,Pet friendly,Garden",Loft,moderate,0.8736619061013697,within an hour,0.8930095539735353,10,True,True,4.118932761272935,4.54342721974521,3.504827395406418,4.429384006189761,4.033239515662036,4.691295996915627,3.6394859597346985,True,"Vancouver, BC, Canada",https://www.airbnb.com/rooms/3165251,250,25890.97,0.33891215668978103,114.2,67.37
